email,password,role,uuid,first_name,last_name,date_of_birth,country,hiv_status,diagnosis_date,art_status,art_start_date,life_expectancy
alice44@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,03E685BB-23DE-4101-95D2-274EA9B3A3E6,Alice,Williams,15-12-1992,RWA,N,04-05-2011,Y,25-10-2011,37
peter92@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,CAFB707D-BC7D-4706-ADA8-7C789444FC6D,Lucy,Smith,07-10-1978,UGA,N,23-02-2013,N,23-12-2001,47
john99@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,B0E0A1D8-490A-49BE-8275-ACEABFC9E483,Lucy,Williams,03-11-1979,UGA,N,22-01-2020,N,26-01-2019,47
jane82@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,E7F9723B-AC26-4A65-A051-90E469BFBC40,Alice,Wilson,23-08-1973,RWA,N,18-08-2013,N,25-11-2006,11
john93@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,99B2EF92-27FA-4CB9-89B6-0C4D4A7A26BF,Mary,Neda,22-04-1993,BDI,P,28-10-2000,Y,23-02-2018,48
paul45@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,2C388CD1-94F9-4277-B99D-8576B532479B,John,Neda,09-09-1990,BDI,P,20-11-1991,Y,26-04-2011,43
mary94@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,E5ABED81-A6B2-4E70-9DDB-13CC5F5F1685,Joy,Neda,02-09-2008,KEN,P,22-04-1994,Y,13-08-1997,10
joy13@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,A910117B-80E2-4CAE-BBA4-638AF62D8A2C,John,Doe,27-04-1975,UGA,P,27-02-2011,Y,03-05-2011,13
lily80@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,EA1CA386-CC57-46F4-A4CB-01E24E960600,Lucy,Wilson,16-03-1992,UGA,N,11-07-2019,N,06-06-2006,48
lily99@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,E27D5A6B-186B-45B5-AA1B-B8E948C240CE,Joy,Williams,23-05-1986,BDI,N,06-03-2014,N,22-12-2001,13
peter66@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,4502F274-000B-403D-8782-25AE5DB844EA,Paul,Wilson,17-03-2010,TZA,P,07-08-1994,N,28-09-1996,31
peter51@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,228A1BE2-0A55-45E1-8692-02788774DEAE,Tom,Davis,07-12-2004,KEN,P,27-02-1999,N,02-03-2019,37
joy73@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,D9D1EC6D-72C3-4B2E-8755-8CCCB91CA56D,Alice,Miller,22-06-1978,UGA,P,22-03-2009,N,24-08-1996,22
jane81@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,1FBFA39D-7AEA-4AFE-853A-3E851C249858,Tom,Davis,06-11-1995,UGA,P,03-09-2018,N,03-01-2015,18
paul7@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,C7AC8A39-A9DD-4B23-9975-584CF9C9B845,Paul,Garcia,13-06-1982,KEN,P,05-02-2005,N,22-09-2004,28
mary64@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,DA79CA8D-3B0A-4CD2-B40C-420D294A751F,Tom,Wilson,10-08-2002,UGA,N,14-10-1991,N,04-09-2003,36
peter48@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,C1865997-DC42-47C0-A075-A0982569500E,Lucy,Miller,28-09-1993,TZA,N,20-05-2015,Y,11-02-2006,50
alice72@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,7547082C-9FC3-4167-8754-59EDAA18338C,Jane,Doe,17-03-1978,BDI,P,17-07-2010,N,10-02-2003,46
joy5@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,7F606DFF-83B3-4B23-A9D8-6290A8E0C11D,Lily,Williams,12-05-1982,TZA,P,04-05-2003,N,20-10-2010,44
lily60@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,3608BEE7-1CC0-4631-8DB8-094A93622396,Alice,Williams,13-12-1985,BDI,P,11-12-2016,N,08-06-2016,10
john40@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,2079B19B-3DA5-4169-9A12-48B8E2A03615,John,Garcia,16-05-2004,BDI,N,04-06-1999,N,10-01-2005,50
paul7@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,4E699067-18CA-4DAB-9F73-E457BF850671,Peter,Miller,07-02-1993,KEN,N,23-12-2015,Y,15-05-2007,25
lucy41@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,75FBF15F-E4D5-4C52-8A47-84F246B9F32B,Paul,Smith,10-07-1976,BDI,P,21-10-2014,Y,01-08-1999,42
peter72@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,299FDAC7-1CD2-4C8D-926D-3CBBE4CE5861,Peter,Miller,10-09-1986,TZA,P,13-01-2005,Y,13-11-2008,46
joy38@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,2AE4C0EC-5450-454E-9CE0-36C4C45B87BE,John,Miller,04-03-1990,RWA,N,08-02-1991,N,24-09-2010,21
jane25@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,4526398B-19DE-49B8-B024-FCEAF5855806,Peter,Davis,18-07-1984,TZA,N,07-11-2016,N,19-12-2006,24
john42@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,41AF1052-1DF5-45BF-B877-C6248ED1BE8D,Peter,Davis,16-08-1988,UGA,P,16-11-2006,N,05-12-1995,19
tom55@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,9E71AC62-B22D-41D6-9D1C-3C862D3337F0,Alice,Neda,08-04-1987,KEN,N,09-05-1994,N,10-01-2006,25
joy18@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,409342CC-7277-4131-88B0-9DC98F042529,Paul,Johnson,26-01-1976,RWA,P,16-07-1993,N,09-07-1998,45
alice14@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,B5948E7E-B107-4C85-8C26-2CE13B5DD1A0,Lucy,Garcia,14-03-1996,BDI,N,21-11-1993,N,16-07-2012,35
paul23@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,26F91520-2830-44E5-8424-553417C3DF45,Tom,Johnson,11-06-1975,UGA,N,25-12-1998,Y,06-01-1999,46
joy19@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F91DDC45-7F8C-48F8-982E-E1C3719D41CF,Alice,Smith,23-04-1988,RWA,P,20-03-1996,Y,28-12-2013,14
jane40@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,378631AA-A074-466A-9F26-20B744B91C95,Alice,Johnson,20-04-1974,TZA,P,08-01-2005,Y,17-01-2006,39
paul38@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,478DE98F-FC2D-426B-B37C-2A31A5FCFAD1,Mary,Garcia,18-06-2004,TZA,P,28-05-2000,Y,13-05-2005,19
alice42@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,C39FADF5-7606-4B1D-A84E-B742D3510371,Lily,Williams,27-03-2007,TZA,N,01-10-2016,N,18-05-2009,32
peter91@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,153617AB-AAC6-4BBB-BB59-DEC3917360EF,Alice,Doe,19-06-2006,RWA,P,08-11-1993,Y,26-05-2004,44
alice77@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,1C4C6F28-219C-4BFC-B166-97D4ED888C64,Tom,Neda,01-04-2000,BDI,P,17-03-2019,Y,19-04-1997,14
mary42@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,38F123A7-A5AA-4F96-8D25-F503965DCDA2,Lucy,Davis,28-05-2005,UGA,N,04-10-2000,Y,05-06-2013,44
mary48@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,940D6848-E187-41A6-AD86-87949A88C8FE,Joy,Johnson,26-06-2007,BDI,N,22-06-2006,N,17-08-2009,45
tom25@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,4399B72A-B768-4650-98D2-A39A514B497A,John,Doe,26-11-1990,RWA,N,27-01-2011,Y,01-05-2001,41
lily84@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,DA88B2E7-1AB3-4BBF-ACA8-10DD04FE3D15,Lily,Johnson,17-02-1994,RWA,P,11-05-2005,N,26-12-2013,49
peter6@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,42C8C059-58EF-4C54-AB46-1832E2583D30,Lucy,Neda,25-03-2008,RWA,N,12-06-2007,N,15-10-2000,31
peter99@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,A9A3A148-348A-4CAE-9937-782005333836,Peter,Brown,08-01-2001,RWA,N,14-03-1992,Y,06-10-2001,38
john63@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,37804FAA-A2D5-4362-B897-6FAE60F200BB,Lily,Neda,28-02-2002,BDI,N,21-01-2004,Y,05-11-2000,17
peter35@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,92465905-6E4B-4C0E-8DC6-C18C3229179D,Mary,Williams,02-06-2002,KEN,P,20-11-1993,Y,15-01-2001,46
jane11@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,3379B819-1E34-4A1C-90B5-2614DB61C77E,Mary,Davis,18-03-2004,BDI,P,09-02-1998,Y,15-01-2003,20
paul52@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,AF4AFADA-5FBD-4D2C-93A7-A312984625BE,Mary,Garcia,18-07-1976,RWA,P,09-01-1992,Y,01-11-2015,41
peter67@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,BD8C8642-BBDD-41FF-A88A-1363AFA0CE5A,Alice,Williams,08-04-1974,BDI,N,13-04-2017,N,06-04-1997,32
lucy61@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,B249BD31-F7E1-4C8F-88F2-A3DEEF2C3864,Mary,Davis,13-03-1973,BDI,P,06-05-2007,Y,07-03-2000,14
lily42@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,9A11CBE0-1814-4D6A-A18C-9B583D3EB2D3,Jane,Davis,26-08-2000,TZA,P,15-10-2004,N,22-03-2015,45
peter61@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,BC6AF6F2-1EC9-4EF7-84B2-7656F129B3BA,Lucy,Garcia,19-12-1977,KEN,P,26-02-2008,Y,19-06-1997,21
john64@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,3B753CC4-375D-4CE5-9506-878940F1CF18,Joy,Smith,16-07-1997,TZA,P,09-01-1990,N,13-11-1995,42
peter74@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,142B6D15-EB94-4EA7-8E51-815E203BCF5D,Peter,Smith,25-03-1989,RWA,N,12-01-1998,N,16-07-2016,36
jane73@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,573B6E6D-5FD1-46F6-831E-790681972B84,Lucy,Williams,07-12-2000,RWA,N,19-01-1993,Y,14-10-2008,38
john6@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,9D35601A-D275-42F0-8EB4-CC955EFD440F,Paul,Miller,08-03-1978,BDI,P,04-02-2008,Y,12-06-1998,15
mary46@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,4D5D43B7-61D8-42F2-A5CF-C3720B242BD9,Mary,Wilson,09-08-1993,BDI,P,22-03-2014,Y,21-07-2020,42
alice86@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,6DECB4D6-F4C1-44A4-A937-149365CD49CC,Alice,Brown,11-06-1999,UGA,N,06-01-2003,N,27-12-2016,18
alice69@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,FDC6DECD-DBE5-42C1-9104-956A321E9FBA,Jane,Wilson,05-08-1994,KEN,N,26-08-1999,N,19-03-1997,38
joy61@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F00B4ED6-B02A-42D7-9192-B7C56C845886,Lily,Williams,07-10-1971,KEN,P,02-01-1993,N,10-02-2007,47
paul17@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,CFBEAFBC-373D-4ADE-A9FA-9409674C4455,Peter,Miller,21-12-2008,TZA,P,25-12-1995,N,22-02-2017,26
lily1@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,B9AA2437-5BE8-4E75-91C8-067BCA894AAE,Joy,Neda,16-04-1990,TZA,P,09-02-2014,Y,02-09-2012,35
mary15@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,6FF4E512-EBE2-4878-8735-093ED96D0D68,Peter,Garcia,20-11-1996,UGA,P,05-05-1996,Y,01-02-2014,31
alice71@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,08AA52EB-9AF9-4464-95A2-32FB687A52F8,Alice,Doe,24-01-2009,UGA,N,27-03-2010,N,21-07-1997,20
joy44@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,17D73A83-A354-4B9A-847E-506B2E405F5A,Peter,Wilson,16-02-1985,TZA,P,03-07-1995,N,07-12-2016,45
tom27@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,77250E05-5A7C-4859-A3E1-3A5B3E5A4EFB,Mary,Garcia,28-12-1974,BDI,N,19-05-2006,N,09-04-2010,46
jane95@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,541CC6D5-F549-4362-87B5-6B8B23C65150,Joy,Neda,22-06-1991,TZA,N,25-08-2014,N,13-07-2020,26
joy35@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,5703E3D9-F87F-4F0F-B6E5-77D359F5394B,Joy,Davis,19-06-2010,KEN,P,08-07-2016,N,25-01-2008,50
joy74@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F81B6462-2F58-4E24-B40D-3C81C4C483F1,Tom,Garcia,17-08-1991,BDI,N,17-03-2014,N,15-05-2020,17
tom64@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,89C40333-21B1-4073-8856-17BDE9CFD953,Tom,Garcia,13-06-1987,KEN,N,11-02-2020,Y,22-07-1996,44
paul31@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,D651CFD3-505B-404F-90A6-39FF5CFCF7A4,Jane,Doe,11-01-2002,KEN,P,01-05-1991,Y,13-07-2007,19
john54@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,75DD5061-2E9E-4EE1-A49F-72017AB6384D,John,Johnson,02-10-1986,KEN,P,23-10-1990,N,18-04-2004,17
peter89@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,D3D81342-5F3C-49D9-8BD1-2F44DD76E5DC,Lily,Miller,21-12-2008,BDI,N,10-07-1999,N,24-03-2012,14
jane63@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,C1EC2E58-70B6-4637-A83E-1519FAD25335,Paul,Wilson,04-10-2006,BDI,P,24-07-2001,N,05-12-2015,28
paul99@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,9850907F-AB94-4F40-9597-7E1746FE54F4,Jane,Wilson,10-08-2008,BDI,N,03-07-2003,N,04-04-2003,21
jane8@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,3A4D1E89-AFBB-4EB2-A5A1-EA6429B1D7D1,Alice,Garcia,01-03-1991,UGA,N,02-06-2004,N,16-11-2011,22
john55@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F35B96B9-A13E-4D41-A778-90FBBE087AB5,Peter,Davis,19-10-1986,UGA,N,07-12-2003,Y,16-05-2013,18
paul91@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,B02354F4-1619-4523-A6DC-87FC97F485C5,John,Brown,15-03-1999,TZA,N,05-01-1998,N,14-01-2014,43
john22@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,C74F0293-3B53-4F54-A345-08AACD62D61F,Lily,Wilson,19-01-1984,BDI,P,15-05-1999,N,03-12-2010,20
jane31@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,FDF6E163-90E7-4892-849B-7FBF9831D4CF,Jane,Wilson,22-10-1976,KEN,N,28-10-2013,Y,13-04-2012,23
alice72@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,C6FE89CC-EC1D-41E0-AAEE-C7C6FFB41CE0,Paul,Davis,19-04-1973,KEN,P,15-02-1994,Y,27-08-1997,35
peter30@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,E6FB6AFA-71AD-445A-8F0E-6852B62FAA0E,Joy,Miller,04-11-1999,UGA,N,03-08-1998,Y,08-12-2013,25
mary42@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,98A0E7B8-4551-42DB-9622-032720E45F2A,John,Johnson,11-09-2008,UGA,P,26-08-2005,N,15-05-2019,46
tom72@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,8D65EE6C-BC3D-4033-AC63-301999A6860E,Peter,Doe,12-11-1994,BDI,P,02-03-1991,Y,03-12-2002,14
paul38@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F44C4950-6CAE-419F-AAC6-E91F2A1F407B,Alice,Smith,27-09-2010,KEN,P,22-08-2014,N,19-09-2001,28
paul24@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,B7566092-CAE7-44E9-8B3C-0155E3817599,John,Doe,10-09-1985,UGA,N,08-08-1991,Y,19-09-2000,20
john93@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,69B321C9-9589-42E0-A30C-3E95AD1D03D6,Lucy,Miller,15-08-2003,KEN,P,15-09-2010,Y,16-11-2016,27
mary4@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,5D30122F-49B3-4CCF-B67B-8F51512B99F9,Joy,Garcia,16-08-1996,TZA,P,01-04-1993,Y,04-01-2009,16
joy44@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,17D077D0-A804-4AEB-97D2-C3C19AA590A2,Tom,Garcia,21-08-1978,BDI,N,10-02-1997,Y,14-05-2011,33
alice52@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,87E9FFA6-6387-4A2A-A740-41635D184E1F,John,Miller,15-04-2000,UGA,P,17-07-1998,N,26-07-2000,50
alice72@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,E611241D-68FE-42CF-B973-105178EA8D89,Peter,Johnson,11-08-1983,BDI,N,15-11-1992,N,04-01-2006,14
paul30@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,257E4FE7-4927-40F5-88D6-EC2E96C2B4A6,Alice,Garcia,15-07-1978,RWA,P,19-05-2010,Y,03-05-2006,26
mary51@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,7AA0361C-6EE7-4BD6-B68E-F71471F32562,Joy,Neda,04-06-1991,KEN,N,02-02-2013,N,04-06-2020,43
alice81@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,D1DFD459-1759-40DD-A637-9DE326766EDE,John,Garcia,11-12-2003,KEN,N,21-12-2006,N,17-08-2020,15
joy93@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,13831610-44A8-417E-AC6C-0D85FC4AF662,Alice,Miller,25-11-1997,RWA,P,24-04-2015,N,08-12-2020,25
john68@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,C1067CB9-2E26-45A1-8458-506D829E8F34,Alice,Doe,01-04-2005,RWA,N,28-02-2001,N,11-12-2014,38
alice28@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,8A26FDA3-A124-47E0-8C24-16A4BAD28AB5,Paul,Doe,28-11-1999,TZA,P,05-04-2015,N,12-04-2001,14
peter37@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,7A26420B-16A0-44ED-9140-AF86F0981594,Paul,Johnson,26-09-2010,TZA,N,22-11-2018,Y,21-01-2015,16
lucy62@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,6A3A4799-5C9F-415E-BE6D-95D7D736D7A6,Lily,Brown,18-02-1988,KEN,P,12-08-2003,Y,17-06-2009,18
peter13@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,7AFCED32-9F22-4E82-B555-FB87119FAC94,Jane,Brown,08-06-1982,BDI,N,08-07-1996,N,22-02-2006,40
mary92@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,0AABE7E3-9285-4D7C-AE43-B6D55F1BB41F,Tom,Davis,18-02-1980,UGA,P,19-11-1990,N,03-01-2012,29
lucy29@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F402CB44-9A05-4CA8-A344-4400D2222FB8,Lucy,Davis,01-03-1987,UGA,N,22-04-1993,Y,17-08-2012,32
jane13@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,E6B04E59-040A-4BA8-B02A-6092D78E9C86,Mary,Williams,14-04-2005,BDI,P,23-07-1992,Y,10-05-2004,26
john49@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,B8FAB2A5-9506-4D58-9DB8-19B69BECBE07,Lily,Doe,22-12-1998,UGA,N,04-01-2014,Y,10-12-2003,36
jane37@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,1B562FCA-98B6-4859-97D5-566910C3632A,Lily,Miller,10-04-1976,KEN,P,07-11-2011,N,22-04-1997,41
jane45@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,06120AD8-EC58-49E1-86DA-73CD43CA9551,Alice,Johnson,16-04-1983,KEN,P,25-11-2008,Y,10-10-2017,24
jane64@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,5F415B0E-D8FD-435D-BF06-2EBD4AD0B6F2,John,Miller,04-08-1984,UGA,N,06-08-1991,N,21-11-2007,36
paul25@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,4F3441A9-16BA-4217-8750-682566E56C5E,Tom,Smith,24-12-1989,RWA,P,15-01-1994,Y,17-09-2017,19
paul78@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,5FF3F773-E714-4243-A7C1-483D2CAC49D4,Lily,Williams,13-07-1997,TZA,N,09-01-1994,N,16-01-2010,24
jane67@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,B7D4D5F9-6126-4E65-AF5B-F04D529C77EC,Alice,Neda,01-01-1984,UGA,P,07-11-2000,N,10-04-2005,24
tom40@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,03BEE665-D134-496F-BBE7-E3AF551CBE31,Jane,Neda,16-04-1986,BDI,P,18-08-2007,N,18-01-2013,25
mary9@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,AEF6CCBB-A3C5-4C99-9AC6-E319A030E8CC,Alice,Neda,22-07-1993,KEN,P,07-09-1992,Y,26-07-2004,22
john97@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,95EBCBE1-E734-4489-812B-AE3C1C4D4CA4,Lily,Doe,08-03-2010,RWA,P,05-08-2015,Y,20-02-2019,15
jane46@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,5E5CC57A-81DC-44B3-BA07-8DC9FC5E72D5,Peter,Williams,07-05-1991,KEN,N,01-07-2018,Y,26-08-2011,46
paul55@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,FC911EBD-2677-4147-9351-42DA6741F789,Lily,Davis,27-03-2002,UGA,P,11-10-1992,N,17-11-2019,22
lily32@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,B437853B-751C-42F1-B7BA-F2FEE9C1252F,Tom,Wilson,23-03-1990,BDI,P,09-08-1991,N,22-02-2006,18
joy32@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,C73E0AD9-50AF-43B4-B6C4-E7CEC8A3E23F,John,Johnson,08-09-1994,KEN,N,04-04-2006,N,19-08-1996,26
lily2@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,AB419375-43B1-4D38-ADAC-ECC0AB318CAD,Lily,Wilson,05-05-1973,UGA,P,25-05-2000,Y,23-12-2003,31
jane81@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,48E5B725-CE11-41C4-AF3D-E37E8E3D4E5C,Tom,Miller,23-08-2007,TZA,P,21-03-2001,N,25-04-2015,14
lily91@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,FF46C7D1-F71E-4C79-970A-0315EAECD874,Paul,Doe,10-06-1976,TZA,P,19-02-2012,N,02-07-2019,13
alice21@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,9DFA7AA6-1692-4DC4-AF74-71E089DB4F0A,Tom,Johnson,11-07-2000,TZA,P,08-01-2019,N,20-04-2012,10
lily59@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,0A18AE5A-E359-4DDC-9291-A7CB43AB762B,Joy,Neda,24-11-2001,RWA,P,12-04-2005,N,25-04-2013,19
joy66@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,4F86D992-723A-45CE-89BF-D8946E4D1773,Jane,Smith,18-03-1995,KEN,P,04-03-2010,Y,07-12-1995,16
peter18@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,E797C7FC-E56D-4738-8525-A10CE1819353,Mary,Doe,27-03-1996,TZA,P,21-06-2002,Y,27-09-2011,26
